"elementName", "elementContent", "typeAttributeIfPresent", "occupation", "office", "health", "event", "ceremony", "calendar", "when"
"placeName", "Fetterlane", "", "", "", "", "", "", "", ""
"placeName", "Fetterlane Chappel", "", "", "", "", "", "", "", ""
"placeName", "Fulneck", "", "", "", "", "", "", "", ""
"placeName", "Fulneck", "", "", "", "", "", "", "", ""
"placeName", "Fulneck", "", "", "", "", "", "", "", ""
"placeName", "Fulneck", "", "", "", "", "", "", "", ""
"placeName", "Fulneck", "", "", "", "", "", "", "", ""
"placeName", "Fulneck", "", "", "", "", "", "", "", ""
"placeName", "Fulneck", "", "", "", "", "", "", "", ""
"placeName", "Fulneck", "", "", "", "", "", "", "", ""
"placeName", "Greenland", "", "", "", "", "", "", "", ""
"placeName", "Hell", "biblical", "", "", "", "", "", "", ""
"placeName", "Hell", "biblical", "", "", "", "", "", "", ""
"placeName", "Hell", "biblical", "", "", "", "", "", "", ""
"placeName", "India", "", "", "", "", "", "", "", ""
"placeName", "India House", "", "", "", "", "", "", "", ""
"placeName", "London", "", "", "", "", "", "", "", ""
"placeName", "London", "", "", "", "", "", "", "", ""
"placeName", "London", "", "", "", "", "", "", "", ""
"placeName", "London", "", "", "", "", "", "", "", ""
"placeName", "Madras", "", "", "", "", "", "", "", ""
"placeName", "Moreley", "", "", "", "", "", "", "", ""
"placeName", "Moreley", "", "", "", "", "", "", "", ""
"placeName", "Parish of Battley", "", "", "", "", "", "", "", ""
"placeName", "Plymouth", "", "", "", "", "", "", "", ""
"placeName", "Sick Room", "", "", "", "", "", "", "", ""
"placeName", "Sick Room", "", "", "", "", "", "", "", ""
"placeName", "Spitalfields Church", "", "", "", "", "", "", "", ""
"placeName", "Spithead", "", "", "", "", "", "", "", ""
"placeName", "Sponging House", "", "", "", "", "", "", "", ""
"placeName", "Stratagem", "", "", "", "", "", "", "", ""
"placeName", "Tong", "", "", "", "", "", "", "", ""
"placeName", "West Indies", "", "", "", "", "", "", "", ""
"placeName", "Yorkshire", "", "", "", "", "", "", "", ""
"roleName", "Br", "honorific", "", "", "", "", "", "", ""
"roleName", "Br", "honorific", "", "", "", "", "", "", ""
"roleName", "Br", "honorific", "", "", "", "", "", "", ""
"roleName", "Br", "honorific", "", "", "", "", "", "", ""
"roleName", "Br", "honorific", "", "", "", "", "", "", ""
"roleName", "Br", "honorific", "", "", "", "", "", "", ""
"roleName", "Br", "honorific", "", "", "", "", "", "", ""
"roleName", "Br", "honorific", "", "", "", "", "", "", ""
"roleName", "Brn", "honorific", "", "", "", "", "", "", ""
"roleName", "Captain", "", "", "", "", "", "", "", ""
"roleName", "Captain", "", "", "", "", "", "", "", ""
"roleName", "Captain", "", "", "", "", "", "", "", ""
"roleName", "Captain", "", "", "", "", "", "", "", ""
"roleName", "Captain", "", "", "", "", "", "", "", ""
"roleName", "Captain", "", "", "", "", "", "", "", ""
"roleName", "Captain", "", "", "", "", "", "", "", ""
"roleName", "Lords", "honorific", "", "", "", "", "", "", ""
"roleName", "Saviour", "honorific", "", "", "", "", "", "", ""
"roleName", "Savr", "honorific", "", "", "", "", "", "", ""
"roleName", "Savr", "honorific", "", "", "", "", "", "", ""
"roleName", "Savr", "honorific", "", "", "", "", "", "", ""
"roleName", "Savr", "honorific", "", "", "", "", "", "", ""
"roleName", "Savr", "honorific", "", "", "", "", "", "", ""
"roleName", "Savr", "honorific", "", "", "", "", "", "", ""
"roleName", "Savr", "honorific", "", "", "", "", "", "", ""
"roleName", "Savr", "honorific", "", "", "", "", "", "", ""
"roleName", "Savr", "honorific", "", "", "", "", "", "", ""
"roleName", "Savr", "honorific", "", "", "", "", "", "", ""
"roleName", "Savr", "honorific", "", "", "", "", "", "", ""
"roleName", "Savr", "honorific", "", "", "", "", "", "", ""
"roleName", "Savr", "honorific", "", "", "", "", "", "", ""
"roleName", "Savr", "honorific", "", "", "", "", "", "", ""
"roleName", "Savr", "honorific", "", "", "", "", "", "", ""
"roleName", "Savr,", "honorific", "", "", "", "", "", "", ""
"roleName", "Savrs", "honorific", "", "", "", "", "", "", ""
"roleName", "holy Ghost", "honorific", "", "", "", "", "", "", ""
